date,Machine,SampleID,A,gsw,Ci,VPDleaf,VPDair,Tair,Tleaf,Qin,CO2s,RHs,Patm,E,flow
20200207,Mariano,BNL17491,7.621666667,72.48,221.1666667,1.28,1.26683684,29.87,29.93,1000,399.8433333,70.04666667,99.46,0.9445,499.6
20200207,Mariano,BNL17492,-1.74,23.25,508.8333333,1.56,1.783693955,31.79666667,30.93166667,0,400.0833333,62.21833333,99.17,0.376333333,499.8166667
20200207,Mariano,BNL17492,0.438166667,26.35,364,1.421666667,1.669363607,31.79,30.85333333,30,399.9433333,64.62666667,99.16,0.389666667,499.8
20200207,Mariano,BNL17492,2.298333333,33.97,282.5,1.385,1.604923132,31.72333333,30.88666667,80,400.0183333,65.86333333,99.15,0.487666667,499.8333333
20200207,Mariano,BNL17492,4.056666667,44.38,244.8333333,1.343333333,1.543817466,31.73333333,30.965,150,400.175,67.18166667,99.15,0.615666667,499.8
20200207,Mariano,BNL17492,5.363333333,51.33,223.5,1.32,1.481823873,31.61833333,31.00166667,200,400.145,68.29333333,99.16,0.698833333,499.8
20200207,Mariano,BNL17492,7.406666667,67.10,213.5,1.21,1.318159571,31.27833333,30.875,300,399.9933333,71.245,99.17,0.834666667,499.8
20200207,Mariano,BNL17492,9.736666667,82.87,201.8333333,1.11,1.053755768,30.70333333,30.935,500,399.9983333,76.24666667,99.18,0.941166667,499.8
20200207,Mariano,BNL17492,10.8,94.73,206.6666667,1.12,0.992475335,30.58666667,31.09833333,700,399.945,77.47833333,99.2,1.08,499.8
20200207,Mariano,BNL17492,11.61666667,97.87,199.1666667,1.026666667,0.747208323,29.735,30.85833333,1000,400.005,82.195,99.24333333,1.015,499.8
20200207,Bernie,BNL17493,-1.728333333,20.83,520.3333333,1.7,1.924605666,31.98666667,31.13166667,0,399.8983333,59.67,99.18,0.3685,499.8166667
20200207,Bernie,BNL17493,0.519,22.42,352.6666667,1.56,1.803502871,31.835,30.92333333,30,399.97,61.88166667,99.18,0.364166667,499.8333333
20200207,Bernie,BNL17493,2.513333333,30.33,258.1666667,1.45,1.598626582,31.46333333,30.88833333,80,400.0466667,65.49166667,99.16,0.455833333,499.8
20200207,Bernie,BNL17493,4.383333333,39.32,212.1666667,1.413333333,1.519700036,31.40333333,30.98833333,150,400.0483333,67.08333333,99.16,0.574333333,499.7666667
20200207,Bernie,BNL17493,5.276666667,44.55,200.5,1.461666667,1.523366962,31.2,30.96,200,399.89,66.62,99.16333333,0.671833333,499.8
20200207,Bernie,BNL17493,6.786666667,55.65,194.6666667,1.378333333,1.382148051,31.04166667,31.02666667,300,400.0266667,69.44,99.18,0.789,499.8166667
20200207,Bernie,BNL17493,8.908333333,73.98,196.8333333,1.251666667,1.120211344,30.45333333,30.98166667,500,400.0916667,74.385,99.18333333,0.949166667,499.8
20200207,Bernie,BNL17493,9.325,79.08,200.5,1.26,1.031119235,30.18,31.085,700,399.9983333,76.05,99.20333333,1.016666667,499.8
20200207,Bernie,BNL17493,9.828333333,88.77,212.1666667,1.14,0.777554833,29.39166667,30.87,1000,400.005,81.10166667,99.25,1.033333333,499.8166667
20200207,Andy,BNL17494,-1.761666667,28.58,485.6666667,1.825,2.00614121,31.62333333,30.92833333,0,400.025,57.08666667,99.16,0.540333333,500.2333333
20200207,Andy,BNL17494,0.02994,31.07,387.1666667,1.67,1.875223752,31.70166667,30.92666667,30,399.9166667,60.065,99.15,0.538666667,500.2333333
20200207,Andy,BNL17494,2.038333333,33.75,292.8333333,1.63,1.66206715,31.10666667,30.97666667,80,400.0033333,63.38666667,99.14,0.569166667,500.2
20200207,Andy,BNL17494,3.631666667,38.57,238.8333333,1.57,1.574620521,30.98,30.965,150,399.8883333,65.06166667,99.14,0.626166667,500.2
20200207,Andy,BNL17494,4.575,42.87,218.1666667,1.673333333,1.587146722,30.67166667,31.01,200,399.9683333,64.15833333,99.14166667,0.740333333,500.2333333
20200207,Andy,BNL17494,5.553333333,48.95,207.5,1.57,1.458429237,30.50166667,30.94166667,300,399.9916667,66.74333333,99.155,0.791166667,500.2166667
20200207,Andy,BNL17494,7.06,59.35,199.1666667,1.46,1.163162834,29.71833333,30.91166667,500,399.9216667,72.25666667,99.16,0.889333333,500.25
20200207,Andy,BNL17494,7.551666667,63.82,199.5,1.478333333,1.06549455,29.38166667,31.045,700,399.8916667,74.08833333,99.18,0.9665,500.2
20200207,Andy,BNL17494,8.166666667,71.17,205.1666667,1.401666667,0.882179073,28.745,30.89166667,1000,399.9966667,77.74166667,99.22,1.02,500.2166667
20200207,Lindsey,BNL17495,-1.323413876,10.60,590.3851907,1.196954538,1.26224234,31.25158226,31.00005538,0,399.9926129,72.42301959,99.3404172,1.32E-01,662.4456667
20200207,Lindsey,BNL17495,0.484665465,18.36,350.0691012,1.198935686,1.273651532,31.28602258,30.99831075,30,399.9975108,72.22823432,99.33738011,2.29E-01,662.8378333
20200207,Lindsey,BNL17495,2.502260869,34.22,275.2376135,1.202801368,1.274561186,31.27819247,31.0018586,80,400.0033656,72.19601087,99.33334194,4.27E-01,662.8333333
20200207,Lindsey,BNL17495,5.063670571,55.62,245.8430732,1.203723462,1.289602792,31.32729409,30.99682204,150,399.9974677,71.94636586,99.33899624,6.91E-01,663.5888333
20200207,Lindsey,BNL17495,6.601057661,66.19,231.8189643,1.202118749,1.279576139,31.2901043,30.99179516,200,399.9977581,72.10552495,99.33407473,8.19E-01,663.4063333
20200207,Lindsey,BNL17495,9.006335657,82.14,215.3438847,1.198047821,1.275869547,31.29666935,30.99704086,300,399.9900484,72.1967282,99.34809462,1.01E+00,663.9461667
20200207,Lindsey,BNL17495,12.54962183,115.77,216.129309,1.204812122,1.273108915,31.25455108,30.99137151,500,399.9917581,72.19033357,99.36498226,1.42E+00,663.5265
20200207,Lindsey,BNL17495,14.27882899,133.56,217.9480362,1.203117482,1.264114105,31.24494624,31.01002151,700,400.005828,72.37172703,99.37581989,1.63E+00,663.7233333
20200207,Lindsey,BNL17495,17.24742572,187.15,240.3733265,1.200727927,1.28288758,31.30114839,30.98473226,1000,400.0224839,72.0509774,99.41097312,2.24E+00,664.7355
20200207,Lindsey,BNL17496,-2.687747816,12.11,741.4281533,1.518791166,1.650539958,31.48643333,30.9811,0,400.0041667,64.41812918,99.4406,1.91E-01,612.5316667
20200207,Lindsey,BNL17496,0.081837141,14.74,381.3365087,1.487013216,1.611110139,31.47695,31.00111667,80,400.0036667,65.24939846,99.41656667,2.28E-01,612.8313333
20200207,Lindsey,BNL17496,0.904594103,18.59,313.1996105,1.447154202,1.567996507,31.46456667,31.00106667,150,400.0123333,66.15550689,99.40021667,2.79E-01,612.7576667
20200207,Lindsey,BNL17496,1.560645592,23.21,283.9757466,1.388949325,1.50691072,31.451,30.99835,200,400.005,67.44891372,99.38516667,3.35E-01,613.0363333
20200207,Lindsey,BNL17496,2.686775146,30.55,251.2806924,1.311186286,1.425046279,31.43775,31.0007,300,400.0273333,69.19408184,99.37228333,4.15E-01,613.3671667
20200207,Lindsey,BNL17496,4.585568277,43.88,224.9136764,1.214982604,1.320757587,31.3969,30.99036667,500,400.0188333,71.38216323,99.36881667,5.51E-01,613.5788333
20200207,Lindsey,BNL17496,6.04752981,52.93,209.0058754,1.203691333,1.296973742,31.358,30.99928333,700,400.0063333,71.83526362,99.3535,6.57E-01,613.2231667
20200207,Lindsey,BNL17496,7.079807399,64.53,215.8970584,1.193681819,1.274441967,31.30143333,30.99045,1000,400.017,72.23536501,99.3495,7.93E-01,613.1983333
20200207,Derek,BNL17497,-2.253333333,6.06,970.5,2.356666667,2.807053305,32.735,31.05833333,0,399.9983333,43.61166667,99.27,0.148333333,500.6666667
20200207,Derek,BNL17497,1.651666667,15.62,218.5,2.26,2.887068778,33.27,30.98,80,400.1466667,43.72166667,99.24,0.366666667,500.6166667
20200207,Derek,BNL17497,3.343333333,23.93,164.5,2.19,2.747685675,32.96,30.88833333,150,400.0733333,45.49833333,99.22,0.5425,500.6333333
20200207,Derek,BNL17497,4.195,30.27,166.3333333,2.1,2.567048089,32.61166667,30.87666667,200,400.0883333,48.07333333,99.2,0.6575,500.6166667
20200207,Derek,BNL17497,5.256666667,37.33,162.5,2.06,2.431948067,32.36666667,30.98166667,300,400.1116667,50.12166667,99.18,0.794166667,500.6333333
20200207,Derek,BNL17497,7.515,56.60,174.5,1.963333333,2.187171425,31.84166667,30.99666667,500,400.09,53.79,99.17,1.138333333,500.6333333
20200207,Derek,BNL17497,8.141666667,61.50,175.3333333,1.888333333,1.954254637,31.11,30.84833333,700,399.92,56.95833333,99.16,1.188333333,500.6
20200207,Derek,BNL17497,7.5,56.62,176.1666667,1.71,1.490796333,30.00333333,30.89833333,1000,400.0083333,65.02,99.15,0.9965,500.6
20200207,Mariano,BNL17498,-1.29,43.85,435.3333333,1.74,2.023815618,31.23,30.11833333,0,399.9266667,55.73,99.265,0.785,500.45
20200207,Mariano,BNL17498,2.585,44.25,295.3333333,1.68,1.990914522,31.15166667,29.91666667,80,399.8516667,56.255,99.25,0.764,500.4
20200207,Mariano,BNL17498,4.138333333,50.68,258.5,1.653333333,1.941127685,31.07,29.93,150,400.0283333,57.15,99.23,0.859666667,500.3
20200207,Mariano,BNL17498,4.838333333,52.53,241.6666667,1.618333333,1.886450473,30.96,29.88,200,399.9583333,58.095,99.22,0.870666667,500.1166667
20200207,Mariano,BNL17498,5.725,56.83,227.8333333,1.59,1.824855809,30.88166667,29.94,300,400.1533333,59.28166667,99.21,0.924333333,500.1
20200207,Mariano,BNL17498,6.966666667,66.08,220.3333333,1.51,1.671047392,30.52,29.86,500,400.06,61.935,99.2,1.018333333,500.05
20200207,Mariano,BNL17498,8.116666667,77.90,221.8333333,1.47,1.582490922,30.43833333,29.98,700,400.1816667,63.78333333,99.19,1.163333333,500
20200207,Mariano,BNL17498,8.88,91.97,233.8333333,1.4,1.421992493,29.99666667,29.90166667,1000,399.9066667,66.62166667,99.18,1.301666667,500
20200220,Andy,BNL17667,-1.591666667,14.08,576.8333333,0.623,0.550467527,27.80833333,28.135,0,400.035,85.33333333,99.35,0.091116667,500.1
20200220,Andy,BNL17667,0.468,32.60,372.6666667,0.64,0.671307633,28.16,28.02,30,399.9633333,82.47666667,99.355,0.215166667,500.0166667
20200220,Andy,BNL17667,2.45,41.75,301.1666667,0.609833333,0.574812469,27.83666667,27.99666667,80,399.95,84.71,99.35833333,0.261666667,500.1
20200220,Andy,BNL17667,4.151666667,53.10,269.3333333,0.6335,0.583337022,27.85333333,28.07833333,150,400.1483333,84.49833333,99.35833333,0.344333333,500.0833333
20200220,Andy,BNL17667,5.068333333,68.08,274.6666667,0.676,0.702796498,28.14,28.02166667,200,400.015,81.63333333,99.36666667,0.468833333,499.9833333
20200220,Andy,BNL17667,6.106666667,91.27,286.1666667,0.6975,0.701914733,28.12,28.1,300,400.0766667,81.635,99.37,0.643166667,500.0833333
20200220,Andy,BNL17667,7.115,112.00,291.1666667,0.705833333,0.67484092,27.92833333,28.06833333,500,400.0166667,82.145,99.36,0.794666667,500.1333333
20200220,Andy,BNL17667,7.62,134.33,300.8333333,0.752,0.696318694,27.95,28.20333333,700,399.9116667,81.6,99.35166667,1.005333333,500.15
20200220,Andy,BNL17667,7.735,151.50,309.8333333,0.820666667,0.715107281,27.94833333,28.42166667,1000,400.115,81.10166667,99.33,1.228333333,500.15
20200220,Derek,BNL17683,-1.795,20.03,535.1666667,1.193333333,1.491270526,32.08,30.95,0,400.01,68.915,99.06833333,0.2495,499.7166667
20200220,Derek,BNL17683,0.442833333,19.55,356,1.196666667,1.482855478,32.075,30.98333333,30,399.9366667,69.08166667,99.07,0.243666667,499.7
20200220,Derek,BNL17683,2.378333333,37.62,290.6666667,1.21,1.756290715,33.05666667,31.04333333,80,399.915,65.35166667,99.09,0.472666667,499.7166667
20200220,Derek,BNL17683,3.926666667,59.33,285.5,1.146666667,1.607082992,32.76166667,31.05166667,150,400.015,67.765,99.09,0.700333333,499.7166667
20200220,Derek,BNL17683,4.856666667,73.08,285.3333333,1.06,1.47531911,32.51666667,30.96666667,200,400.095,69.99666667,99.1,0.794666667,499.7
20200220,Derek,BNL17683,6.153333333,108.67,300.8333333,1.008333333,1.380952645,32.405,31.00166667,300,400.005,71.73833333,99.115,1.11,499.7
20200220,Derek,BNL17683,6.92,148.00,316.3333333,0.953666667,1.250694646,32.035,30.90666667,500,400.0266667,73.86333333,99.15,1.411666667,499.7
20200220,Derek,BNL17683,7.491666667,167.67,318.6666667,1.015,1.181614739,31.79333333,31.15833333,700,399.9366667,74.96666667,99.17333333,1.683333333,499.7
20200220,Derek,BNL17683,7.718333333,176.17,319.8333333,1.025,1.118628719,31.36666667,31.00833333,1000,399.9766667,75.72,99.20333333,1.783333333,499.7
20200220,Andy,BNL17684,-1.693333333,9.81,665.6666667,1.265,1.293734282,31.14333333,31.03166667,0,399.9866667,71.56,99.07833333,0.13,500.2333333
20200220,Andy,BNL17684,0.236166667,17.57,370.1666667,1.291666667,1.525014245,31.87833333,30.99833333,30,400.115,67.84666667,99.09,0.237,500.15
20200220,Andy,BNL17684,2.15,30.10,277.5,1.258333333,1.437793741,31.77833333,31.10333333,80,400.1066667,69.51333333,99.08833333,0.394166667,500.2166667
20200220,Andy,BNL17684,4.063333333,46.48,251.8333333,1.17,1.305030541,31.54,31.035,150,399.9816667,71.95166667,99.1,0.563833333,500.1333333
20200220,Andy,BNL17684,5.493333333,77.02,276.8333333,1.11,1.243924304,31.54,31.035,200,399.9083333,73.265,99.11,0.875666667,500.1833333
20200220,Andy,BNL17684,6.735,111.50,293.8333333,1.075,1.165124754,31.44166667,31.10166667,300,400.0516667,74.81833333,99.13666667,1.213333333,500.1833333
20200220,Andy,BNL17684,8.048333333,148.50,303.1666667,1.045,1.087285228,31.23166667,31.06833333,500,399.9733333,76.21833333,99.17,1.546666667,500.1833333
20200220,Andy,BNL17684,8.481666667,167.50,308.3333333,1.095,1.137625712,31.315,31.15333333,700,399.9766667,75.235,99.20166667,1.818333333,500.2166667
20200220,Andy,BNL17684,8.675,181.33,313,1.031666667,1.028967096,30.90166667,30.91166667,1000,399.955,77.06666667,99.21666667,1.846666667,500.2166667
20200221,Andy,BNL17702,-2.328333333,102.17,432.8333333,0.705166667,0.685715227,28.92166667,29.00666667,0,400.0133333,82.875,99.47833333,0.726166667,500.1666667
20200221,Andy,BNL17702,-0.3145,134.50,399,0.721333333,0.679570035,28.93,29.11333333,30,400,83.03666667,99.49666667,0.9655,500.1333333
20200221,Andy,BNL17702,2.405,161.00,370.3333333,0.722333333,0.731595165,28.965,28.92333333,80,400.0816667,81.775,99.52,1.148333333,500.15
20200221,Andy,BNL17702,5.271666667,176.33,344.8333333,0.7695,0.801963159,29.21166667,29.075,150,400.0016667,80.305,99.54,1.333333333,500.0833333
20200221,Andy,BNL17702,7.865,207.33,331,0.7665,0.783907631,29.13833333,29.06666667,250,400.065,80.66666667,99.55666667,1.543333333,500.15
20200221,Andy,BNL17702,9.243333333,221.33,323.5,0.877,0.976082923,29.54333333,29.12666667,350,399.8933333,76.48333333,99.59166667,1.88,500.0833333
20200221,Andy,BNL17702,10.73333333,255.33,322.6666667,0.857333333,0.96051431,29.425,28.98666667,550,399.985,76.7,99.6,2.091666667,500
20200221,Andy,BNL17702,11.5,277.83,322.8333333,0.901666667,0.940110964,29.27,29.105,800,399.935,76.99,99.58833333,2.376666667,500.1166667
20200221,Andy,BNL17702,11.86666667,300.00,325.6666667,0.880666667,0.792633858,28.51,28.89666667,1100,399.9433333,79.72666667,99.58,2.488333333,500.15
20200221,Andy,BNL17702,12.25,323.50,327.8333333,0.949833333,0.751784364,28.26,29.12333333,1500,399.9966667,80.49,99.57666667,2.871666667,500.1833333
20200221,Mariano,BNL17704,-1.068333333,35.32,444,0.713666667,0.683036155,28.93833333,29.07,0,400.055,82.95833333,99.435,0.259833333,499.7
20200221,Mariano,BNL17704,0.897166667,38.28,357.1666667,0.725,0.749777266,29.24,29.135,30,400.0483333,81.61666667,99.455,0.286,499.7
20200221,Mariano,BNL17704,2.796666667,42.03,288,0.728333333,0.780824231,29.115,28.88833333,80,400.0366667,80.71666667,99.48,0.314833333,499.7666667
20200221,Mariano,BNL17704,4.226666667,41.52,230.8333333,0.805166667,0.8608562,29.33333333,29.095,150,399.9966667,79.00666667,99.49833333,0.3435,499.8
20200221,Mariano,BNL17704,5.261666667,50.00,224.6666667,0.811333333,0.841282706,29.215,29.09,250,399.8983333,79.34333333,99.51666667,0.416,499.8333333
20200221,Mariano,BNL17704,6.1,56.02,217.8333333,0.955166667,1.027036345,29.445,29.14333333,350,400.0616667,75.115,99.55,0.546833333,499.0666667
20200221,Mariano,BNL17704,7.208333333,69.28,225.3333333,0.944666667,1.013048303,29.26666667,28.97833333,550,400.015,75.2,99.56,0.665666667,499.1
20200221,Mariano,BNL17704,8.75,100.85,251.8333333,0.9875,0.995569667,29.16666667,29.13333333,800,400.25,75.48666667,99.55,0.9995,499.1
20200221,Mariano,BNL17704,10.28333333,135.33,268.3333333,0.9565,0.891645923,28.67,28.95166667,1100,400.07,77.405,99.545,1.288333333,499.2
20200221,Mariano,BNL17704,11.05,162.50,280,1.02,0.867024007,28.47333333,29.145,1500,400.005,77.77666667,99.54,1.638333333,499.3
20200221,Bernie,BNL17705,-1.146666667,49.32,432.3333333,0.750833333,0.89681615,29.72666667,29.11166667,0,399.9033333,78.62,99.53,0.379666667,499.8
20200221,Bernie,BNL17705,0.809333333,57.32,372,0.796166667,0.977964517,29.91,29.15166667,30,400.0833333,76.93,99.55,0.4665,499.8
20200221,Bernie,BNL17705,2.691666667,73.12,334.8333333,0.823166667,1.102082932,30.165,29,80,399.9166667,74.38,99.57,0.611666667,499.85
20200221,Bernie,BNL17705,4.581666667,78.88,300,0.830166667,1.051306638,29.94166667,29.015,150,399.9233333,75.245,99.59,0.663833333,499.7833333
20200221,Bernie,BNL17705,6.195,92.60,284.3333333,0.943666667,1.203101689,30.165,29.08833333,250,399.9583333,72.03166667,99.61,0.881,499.8166667
20200221,Bernie,BNL17705,7.32,111.83,286.5,0.949,1.263603632,30.29,28.98,350,400.1033333,70.835,99.62166667,1.06,499.9
20200221,Bernie,BNL17705,8.763333333,141.33,291.1666667,0.952166667,1.143336819,29.88166667,29.08333333,550,399.9583333,72.985,99.62,1.335,499.9
20200221,Bernie,BNL17705,9.803333333,176.50,301,0.961,1.092328432,29.59,29.03333333,800,400.12,73.75333333,99.61,1.66,499.9
20200221,Bernie,BNL17705,10.4,199.50,306,1,0.998441771,29.13666667,29.15166667,1100,399.9816667,75.37333333,99.61,1.943333333,499.9333333
20200221,Bernie,BNL17705,10.78333333,216.00,308.5,1.053333333,0.882357808,28.46166667,29.20833333,1500,399.9733333,77.36833333,99.58166667,2.201666667,499.9666667
20200221,Bernie,BNL17708,-2.518333333,44.97,481.5,1.258333333,1.483728945,30.82,29.90833333,0,400.0816667,66.77666667,99.31,0.580833333,500.7
20200221,Bernie,BNL17708,-0.240166667,62.20,398.8333333,1.14,1.386239479,30.91833333,29.92833333,30,400.09,69.13333333,99.3,0.724833333,500.6833333
20200221,Bernie,BNL17708,2.283333333,75.53,343.1666667,1.15,1.372241603,31.02,30.14,80,399.9666667,69.62166667,99.30166667,0.885,500.65
20200221,Bernie,BNL17708,5.093333333,86.78,297.1666667,1.1,1.344094948,30.93,29.96,150,400.075,70.09166667,99.31,0.97,499.8
20200221,Bernie,BNL17708,8.31,177.50,313.1666667,1.335,1.59125907,31.04166667,30.02,250,399.99,64.81666667,99.36,2.326666667,499.75
20200221,Bernie,BNL17708,10.01666667,214.67,313.3333333,1.225,1.401870108,30.85833333,30.15333333,350,400.1266667,68.67833333,99.39,2.553333333,499.7833333
20200221,Bernie,BNL17708,12.11666667,265.17,314.1666667,1.19,1.33644282,30.66,30.08333333,550,400.035,69.8,99.42,3.021666667,499.8
20200221,Bernie,BNL17708,13.4,306.00,317,1.09,1.176727527,30.32,29.97666667,800,400.025,72.88666667,99.45,3.15,499.7833333
20200221,Bernie,BNL17708,14.08333333,338.50,320.1666667,1.06,1.097249416,30.08166667,29.92,1100,399.9383333,74.37,99.47,3.341666667,499.8833333
20200221,Bernie,BNL17708,14.45,390.83,327.8333333,1.01,0.963550368,29.74,29.92333333,1500,400.07,77.04666667,99.50833333,3.616666667,499.7666667
20200221,Lindsey,BNL17709,-1.038845527,19.64,476.2128838,1.204298932,1.307921462,30.41076882,29.99237527,0,400.0112581,70.02011641,99.48629677,2.45E-01,643.7876667
20200221,Lindsey,BNL17709,0.620676023,35.72,364.2875826,1.199676508,1.276385194,30.30799194,29.99769677,30,399.9990806,70.57020969,99.47972742,4.42E-01,643.4546667
20200221,Lindsey,BNL17709,2.934791876,47.35,292.6181235,1.214775278,1.309421127,30.41733172,30.03571828,80,399.9910484,69.99701621,99.48339301,5.92E-01,643.4106667
20200221,Lindsey,BNL17709,5.082417472,66.88,269.9194234,1.202217931,1.284509016,30.30243978,29.96921667,150,399.9940699,70.37348992,99.49715699,8.24E-01,643.3761667
20200221,Lindsey,BNL17709,7.266037718,82.94,250.9092661,1.197591022,1.287528796,30.3550414,29.99148548,250,400.0117581,70.39323944,99.52402366,1.01E+00,643.8741667
20200221,Lindsey,BNL17709,8.354948677,92.84,246.7064723,1.207866834,1.302950456,30.38247903,29.99842204,350,399.9991667,70.08571278,99.56387527,1.14E+00,642.8973333
20200221,Lindsey,BNL17709,9.393136538,102.91,244.3476979,1.200947272,1.257860479,30.23486828,30.00447043,550,399.9844785,70.87561839,99.58851075,1.25E+00,642.414
20200221,Lindsey,BNL17709,9.77117266,110.37,248.50599,1.203504013,1.231115507,30.11228656,30.00054516,800,399.9779301,71.2937371,99.61092151,1.34E+00,642.6938333
20200221,Lindsey,BNL17709,9.687918885,111.45,250.9282014,1.202445341,1.211621183,30.05275054,30.01605161,1100,400.2236022,71.65159674,99.63529785,1.35E+00,560.3621667
20200221,Lindsey,BNL17709,10.46331473,131.43,262.5119954,1.199015537,1.176682133,29.8939,29.98618495,1500,399.9891559,72.21669794,99.66421129,1.59E+00,643.1585
20200221,Andy,BNL17710,-1.014666667,16.25,488,1.68,2.084630494,32.49833333,30.98833333,0,400.1033333,57.56166667,99.32,0.284,500.2166667
20200221,Andy,BNL17710,0.844166667,26.22,338.1666667,1.595,2.169116739,33.05,30.92666667,30,399.9266667,57.19166667,99.30166667,0.433333333,500.1666667
20200221,Andy,BNL17710,2.518333333,37.28,281.8333333,1.55,2.075468179,32.95833333,31.00333333,80,399.955,58.82833333,99.29,0.595833333,500.1333333
20200221,Andy,BNL17710,3.981666667,49.17,260.3333333,1.46,1.93463834,32.67333333,30.89166667,150,400.0116667,61.00166667,99.29666667,0.7375,500.1333333
20200221,Andy,BNL17710,5.088333333,60.95,256.1666667,1.42,1.83572581,32.51,30.95833333,250,400.0833333,62.65333333,99.285,0.888333333,500.1333333
20200221,Andy,BNL17710,5.988333333,80.68,270.5,1.37,1.712431867,32.24833333,30.96166667,350,399.955,64.64333333,99.305,1.125,500.2166667
20200221,Andy,BNL17710,6.815,100.50,280.8333333,1.33,1.559861025,31.93,31.04833333,550,400.0616667,67.20833333,99.33,1.351666667,500.15
20200221,Andy,BNL17710,7.35,115.83,288,1.171666667,1.254198581,31.17666667,30.85333333,800,399.8866667,72.48166667,99.36166667,1.365,500.2
20200221,Andy,BNL17710,7.605,123.17,290.3333333,1.226666667,1.143862719,30.84833333,31.175,1100,400.0033333,74.42833333,99.38,1.518333333,500.1833333
20200221,Andy,BNL17710,7.97,129.00,290.5,1.198333333,0.895640517,29.91666667,31.11666667,1500,399.97,78.88,99.41,1.548333333,500.1333333
20200221,Mariano,BNL17711,-2.978333333,20.82,616.8333333,1.63,1.899911004,32.05666667,31.04333333,0,399.9416667,60.345,99.27,0.352666667,499.8
20200221,Mariano,BNL17711,-0.837,25.67,441.8333333,1.53,1.935705251,32.48333333,30.965,30,400.0183333,60.56,99.25,0.407833333,499.8
20200221,Mariano,BNL17711,1.195,33.55,333.3333333,1.48,1.831452803,32.305,30.98166667,80,400.1033333,62.30666667,99.24333333,0.5135,499.7
20200221,Mariano,BNL17711,3.456666667,47.80,274.8333333,1.37,1.697329277,32.10166667,30.85333333,150,399.95,64.66333333,99.25,0.673333333,499.7
20200221,Mariano,BNL17711,5.895,68.23,251.5,1.338333333,1.622178065,32.05833333,30.975,250,400.025,66.145,99.23333333,0.9335,499.7
20200221,Mariano,BNL17711,8.941666667,147.33,291.5,1.243333333,1.483500361,31.945,31.03833333,350,400.0833333,68.84,99.25666667,1.826666667,499.7
20200221,Mariano,BNL17711,11.66666667,212.17,299.6666667,1.145,1.329115934,31.685,30.98666667,550,399.9616667,71.66833333,99.28,2.371666667,499.7
20200221,Mariano,BNL17711,13.75,279.50,309,0.965,1.062882365,31.23,30.85,800,399.94,76.75,99.32,2.576666667,499.6666667
20200221,Mariano,BNL17711,15.06666667,327.67,313.6666667,0.955333333,0.910370386,30.90166667,31.07833333,1100,399.96,79.71,99.335,2.945,499.7
20200221,Mariano,BNL17711,16.93333333,361.17,311.1666667,0.940666667,0.727487762,30.30333333,31.145,1500,399.9,83.22166667,99.36166667,3.166666667,499.7
20200228,Lindsey,BNL17723,-2.272631121,7.79,959.4468907,1.219701945,1.29669058,30.31365376,30.00237258,0,400.0002258,70.1120417,99.78735753,9.85E-02,650.8768333
20200228,Lindsey,BNL17723,-0.552782374,16.28,445.960926,1.229396234,1.306632509,30.33343172,30.0214457,30,399.9833226,69.9170466,99.83316344,2.07E-01,650.2015
20200228,Lindsey,BNL17723,0.908216235,20.47,321.370642,1.195760063,1.307090129,30.43554247,29.98620215,80,399.9916667,70.08201766,99.85005215,2.53E-01,651.31
20200228,Lindsey,BNL17723,2.058920302,28.32,276.1888032,1.213121694,1.322444954,30.41510699,29.97356613,150,400.0092581,69.6951282,99.85649946,3.54E-01,650.8838333
20200228,Lindsey,BNL17723,3.893313796,54.68,278.0276191,1.199552836,1.299989813,30.38042903,29.97449516,200,400.0051183,70.15048903,99.86328226,6.71E-01,651.4703333
20200228,Lindsey,BNL17723,7.521642709,166.45,318.0129346,1.206913772,1.299312317,30.37234301,29.99911022,300,399.9970484,70.1522194,99.85886505,2.00E+00,651.6966667
20200228,Lindsey,BNL17723,10.19832729,248.94,323.9643296,1.184163181,1.318905489,30.52872097,29.98603495,500,399.9979946,69.97214726,99.85193656,2.88E+00,652.8575
20200228,Lindsey,BNL17723,11.21620658,286.58,326.7054799,1.156871901,1.311679588,30.59437849,29.97154086,700,400.0059892,70.24860605,99.84857258,3.21E+00,653.0418333
20200228,Lindsey,BNL17723,11.5701235,307.97,328.9364104,1.179616325,1.320937185,30.57392204,30.00555538,1000,399.9940591,70.00356542,99.86135968,3.50E+00,652.6836667
20200228,Bernie,BNL17724,-1.22,23.32,475.3333333,1.26,1.492310316,30.81833333,29.88833333,0,399.96,66.58166667,99.59833333,0.3035,499.8166667
20200228,Bernie,BNL17724,0.6995,45.97,367.6666667,1.22,1.460333771,30.97833333,30.01,30,400.0466667,67.595,99.65166667,0.573666667,499.8
20200228,Bernie,BNL17724,2.755,65.02,323.3333333,1.28,1.613399749,31.25333333,29.93833333,80,400.155,64.755,99.685,0.8475,499.8
20200228,Bernie,BNL17724,4.63,86.58,305,1.23,1.532968459,31.14333333,29.93833333,150,400.0083333,66.30166667,99.7,1.075,499.7666667
20200228,Bernie,BNL17724,5.463333333,94.13,297.3333333,1.22,1.472930774,30.97,29.95166667,200,400.1133333,67.3,99.71,1.153333333,499.8
20200228,Bernie,BNL17724,6.506666667,107.00,292,1.32,1.544991821,31.01,30.12333333,300,399.9966667,65.77833333,99.70166667,1.42,499.8
